Flower_ID,Experiment,Species,Focal_Loc,Plant,Ramet,Bract,Treatment,HP_time,E_time,V_time,PD_Loc,PD_plant,PD_ramet,PD_bract,Bird,Band_or_color,VisDuration,Time_to_capture,Pollen_Location,Date,Collect_HrsAfter,Damage,Nectar_Out,Brix,Pollen_added_after_visit,Notes,Tube_Count
316,NA,H.rostrata,Garden,G-ROS-02,1,9,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
317,NA,H.rostrata,Garden,G-ROS-02,1,12,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,1
324,NA,H.rostrata,Garden,G-ROS-02,9,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
740,NA,H.rostrata,Garden,G-ROS-02,14,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,1
129,NA,H.rostrata,Garden,G-ROS-02,15,2,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
135,NA,H.rostrata,Garden,G-ROS-02,10,2,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
136,NA,H.rostrata,Garden,G-ROS-02,10,8,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
156,NA,H.rostrata,Garden,G-ROS-02,6,4,HP,530,NA,NA,Garden,G-ROS-01,4,2,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
157,NA,H.rostrata,Garden,G-ROS-02,8,2,HP,530,NA,NA,Garden,G-ROS-01,4,2,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
158,NA,H.rostrata,Garden,G-ROS-02,8,2,HP,530,NA,NA,Garden,G-ROS-01,4,2,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
159,NA,H.rostrata,Garden,G-ROS-02,21,1,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,24.5,NA,NA,NA,NA,NA,0
402,NA,H.rostrata,Garden,G-ROS-02,20,4,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
437,NA,H.rostrata,Garden,G-ROS-02,9,1,HP,600,NA,NA,Garden,G-ROS-01,4,5,NA,NA,NA,NA,NA,20170217,28.5,NA,NA,NA,NA,NA,0
612,NA,H.rostrata,Garden,G-ROS-02,3,6,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,1
709,NA,H.rostrata,Garden,G-ROS-02,19,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,1
755,NA,H.rostrata,Garden,G-ROS-02,20,7,HP,1000,NA,NA,Pino_Colina,PC-ROS-03,4,NA,NA,NA,NA,NA,NA,20170307,24,NA,NA,NA,NA,NA,1
772,NA,H.rostrata,Garden,G-ROS-02,2,2,HP,1000,NA,NA,Pino_Colina,PC-ROS-03,4,NA,NA,NA,NA,NA,NA,20170307,33.5,NA,NA,NA,NA,NA,1
605,NA,H.rostrata,Garden,G-ROS-02,10,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170308,NA,NA,NA,NA,NA,NA,1
673,NA,H.rostrata,Garden,G-ROS-02,12,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170308,NA,NA,NA,NA,NA,NA,0
674,NA,H.rostrata,Garden,G-ROS-02,12,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170308,NA,NA,NA,NA,NA,NA,1
345,NA,H.rostrata,Garden,G-ROS-02,12,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
346,NA,H.rostrata,Garden,G-ROS-02,12,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
352,NA,H.rostrata,Garden,G-ROS-02,1,13,HP,800,NA,NA,Pino_Colina,PC-ROS-01,1,19,NA,NA,NA,NA,NA,20170317,23,NA,NA,NA,NA,NA,0
797,NA,H.rostrata,Garden,G-ROS-02,3,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,0
798,NA,H.rostrata,Garden,G-ROS-02,3,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
799,NA,H.rostrata,Garden,G-ROS-02,3,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
166,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,1
167,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,1
168,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,1
169,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,1
179,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,8,HP,730,NA,NA,Garden,G-ROS-02,1,1,NA,NA,NA,NA,NA,20170221,16.5,NA,NA,NA,NA,NA,0
202,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,8,HP,800,NA,NA,Garden,G-ROS-02,1,1,NA,NA,NA,NA,NA,20170221,16,NA,NA,NA,NA,NA,0
203,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,17,HP,730,NA,NA,Garden,G-ROS-02,1,1,NA,NA,NA,NA,NA,20170221,16.5,NA,NA,NA,NA,NA,0
206,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170221,NA,NA,NA,NA,NA,NA,1
207,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,10,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170221,NA,NA,NA,NA,NA,NA,1
208,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,13,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170221,NA,NA,NA,NA,NA,NA,0
209,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,16,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170221,NA,NA,NA,NA,NA,NA,0
217,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,10,HP,700,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,26,NA,NA,NA,NA,NA,0
218,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,11,HP,700,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,26,NA,NA,NA,NA,NA,0
384,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,7,HP,700,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,26,NA,NA,NA,NA,NA,0
385,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,12,HP,700,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,26,NA,NA,NA,NA,NA,0
386,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,18,HP,730,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,25.5,NA,NA,NA,NA,NA,0
398,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,14,HP,700,NA,NA,Garden,G-ROS-02,13,NA,NA,NA,NA,NA,NA,20170222,26,NA,NA,NA,NA,NA,0
249,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
250,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
251,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
366,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
367,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
368,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
460,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
461,NA,H.rostrata,Pino_Colina,PC-ROS-01,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
722,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,19,HP,800,NA,NA,Garden,G-ROS-01,1,NA,NA,NA,NA,NA,NA,20170307,24.5,NA,NA,NA,NA,NA,0
618,NA,H.rostrata,Pino_Colina,PC-ROS-01,3,6,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170314,NA,NA,NA,NA,NA,NA,1
762,NA,H.rostrata,Pino_Colina,PC-ROS-01,2,22,HP,730,NA,NA,Garden,G-ROS-02,2,NA,NA,NA,NA,NA,NA,20170314,26,NA,NA,NA,NA,NA,0
143,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,3
144,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,3
145,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,2
146,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
147,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,2
148,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
163,NA,H.rostrata,Pino_Colina,PC-ROS-02,2,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
164,NA,H.rostrata,Pino_Colina,PC-ROS-02,2,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
198,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,4,HP,730,NA,NA,Garden,G-ROS-02,1,1,NA,NA,NA,NA,NA,20170221,16.5,NA,NA,NA,NA,NA,0
199,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,5,HP,700,NA,NA,Garden,G-ROS-02,1,1,NA,NA,NA,NA,NA,20170221,17,NA,NA,NA,NA,NA,0
277,NA,H.rostrata,Pino_Colina,PC-ROS-02,3,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,3
278,NA,H.rostrata,Pino_Colina,PC-ROS-02,3,11,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,2
279,NA,H.rostrata,Pino_Colina,PC-ROS-02,2,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,1
280,NA,H.rostrata,Pino_Colina,PC-ROS-02,2,16,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,NA,0
662,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,9,HP,730,NA,NA,Garden,G-ROS-02,2,NA,NA,NA,NA,NA,NA,20170308,25.5,NA,NA,NA,NA,NA,0
310,NA,H.rostrata,Pino_Colina,PC-ROS-02,1,13,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170314,NA,NA,NA,NA,NA,NA,0
483,NA,H.rostrata,Pino_Colina,PC-ROS-03,3,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170221,NA,NA,NA,NA,NA,NA,2
325,NA,H.rostrata,Pino_Colina,PC-ROS-03,2,5,HP,730,NA,NA,Pino_Colina,PC-ROS-04,1,NA,NA,NA,NA,NA,NA,20170222,25.5,NA,NA,NA,NA,NA,0
329,NA,H.rostrata,Pino_Colina,PC-ROS-03,5,5,HP,730,NA,NA,Pino_Colina,PC-ROS-04,1,NA,NA,NA,NA,NA,NA,20170222,25.5,NA,NA,NA,NA,NA,0
330,NA,H.rostrata,Pino_Colina,PC-ROS-03,5,8,HP,730,NA,NA,Pino_Colina,PC-ROS-04,1,NA,NA,NA,NA,NA,NA,20170222,25.5,NA,NA,NA,NA,NA,0
331,NA,H.rostrata,Pino_Colina,PC-ROS-03,5,9,HP,730,NA,NA,Pino_Colina,PC-ROS-04,1,NA,NA,NA,NA,NA,NA,20170222,25.5,NA,NA,NA,NA,NA,0
390,NA,H.rostrata,Pino_Colina,PC-ROS-03,3,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170225,NA,NA,NA,NA,NA,NA,0
748,NA,H.rostrata,Pino_Colina,PC-ROS-03,5,15,HP,800,NA,NA,Garden,G-ROS-02,2,NA,NA,NA,NA,NA,NA,20170314,25.5,NA,NA,NA,NA,chewed by bees,0
807,NA,H.rostrata,Pino_Colina,PC-ROS-04,1,13,HP,700,NA,NA,Garden,G-ROS-02,2,NA,NA,NA,NA,NA,NA,20170314,27,NA,NA,NA,NA,NA,0
286,NA,H.rostrata,Pino_Colina,PC-ROS-05,2,4,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,saw GRHE visit ~8:15,0
287,NA,H.rostrata,Pino_Colina,PC-ROS-05,2,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170307,NA,NA,NA,NA,NA,saw GRHE visit ~8:15,2
79,NA,H.tortuosa,Garden,G-TOR-01,2,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
173,NA,H.tortuosa,Garden,G-TOR-01,12,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
174,NA,H.tortuosa,Garden,G-TOR-01,12,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
175,NA,H.tortuosa,Garden,G-TOR-01,12,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
178,NA,H.tortuosa,Garden,G-TOR-01,7,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
449,NA,H.tortuosa,Garden,G-TOR-01,13,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
450,NA,H.tortuosa,Garden,G-TOR-01,13,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,2
451,NA,H.tortuosa,Garden,G-TOR-01,13,8,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,2
649,NA,H.tortuosa,Garden,G-TOR-01,15,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
176,NA,H.tortuosa,Garden,G-TOR-01,3,3,HP,600,NA,NA,Garden,G-TOR-02,3,1,NA,NA,NA,NA,NA,20170218,32,NA,NA,NA,NA,NA,0
177,NA,H.tortuosa,Garden,G-TOR-01,3,8,HP,630,NA,NA,Garden,G-TOR-02,3,1,NA,NA,NA,NA,NA,20170218,32,NA,NA,NA,NA,NA,0
597,NA,H.tortuosa,Garden,G-TOR-01,13,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170218,NA,NA,NA,NA,NA,NA,0
327,NA,H.tortuosa,Garden,G-TOR-01,16,4,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
423,NA,H.tortuosa,Garden,G-TOR-01,5,7,HP,530,NA,NA,Garden,G-TOR-02,15,7,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
476,NA,H.tortuosa,Garden,G-TOR-01,2,1,HP,530,NA,NA,Garden,G-TOR-02,15,7,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
725,NA,H.tortuosa,Garden,G-TOR-01,13,3,HP,600,NA,NA,Garden,G-TOR-02,15,7,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,NA,0
726,NA,H.tortuosa,Garden,G-TOR-01,13,4,HP,600,NA,NA,Garden,G-TOR-02,15,7,NA,NA,NA,NA,NA,20170220,NA,NA,NA,NA,NA,flower eaten by insects,0
200,NA,H.tortuosa,Garden,G-TOR-01,12,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,3
213,NA,H.tortuosa,Garden,G-TOR-01,3,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
214,NA,H.tortuosa,Garden,G-TOR-01,3,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
215,NA,H.tortuosa,Garden,G-TOR-01,3,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,1
271,NA,H.tortuosa,Garden,G-TOR-01,1,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
383,NA,H.tortuosa,Garden,G-TOR-01,14,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,pierced higher on corrolla than normal,0
399,NA,H.tortuosa,Garden,G-TOR-01,2,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
415,NA,H.tortuosa,Garden,G-TOR-01,9,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
436,NA,H.tortuosa,Garden,G-TOR-01,17,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
438,NA,H.tortuosa,Garden,G-TOR-01,12,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
485,NA,H.tortuosa,Garden,G-TOR-01,5,4,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
486,NA,H.tortuosa,Garden,G-TOR-01,5,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170223,NA,NA,NA,NA,NA,NA,0
234,NA,H.tortuosa,Garden,G-TOR-01,12,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170303,NA,NA,NA,NA,NA,NA,0
272,NA,H.tortuosa,Garden,G-TOR-01,17,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170303,NA,NA,NA,NA,NA,NA,0
256,NA,H.tortuosa,Garden,G-TOR-01,9,1,HP,600,NA,NA,Garden,G-TOR-02,6,5,NA,NA,NA,NA,NA,20170304,33.5,NA,NA,NA,NA,NA,1
257,NA,H.tortuosa,Garden,G-TOR-01,9,7,HP,600,NA,NA,Garden,G-TOR-02,6,5,NA,NA,NA,NA,NA,20170304,33.5,NA,NA,NA,NA,NA,0
265,NA,H.tortuosa,Garden,G-TOR-01,11,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170305,NA,NA,NA,NA,NA,NA,0
266,NA,H.tortuosa,Garden,G-TOR-01,11,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170305,NA,NA,NA,NA,NA,NA,0
264,NA,H.tortuosa,Garden,G-TOR-01,1,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170306,NA,NA,NA,NA,NA,NA,0
276,NA,H.tortuosa,Garden,G-TOR-01,11,6,HP,600,NA,NA,Garden,G-TOR-02,17,1,NA,NA,NA,NA,NA,20170306,33,NA,NA,NA,NA,NA,0
282,NA,H.tortuosa,Garden,G-TOR-01,1,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170306,NA,NA,NA,NA,NA,NA,0
290,NA,H.tortuosa,Garden,G-TOR-01,11,2,HP,600,NA,NA,Garden,G-TOR-02,17,1,NA,NA,NA,NA,NA,20170306,33,NA,NA,NA,NA,NA,0
643,NA,H.tortuosa,Garden,G-TOR-01,17,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170306,NA,NA,NA,NA,NA,NA,0
542,NA,H.tortuosa,Garden,G-TOR-01,5,1,HP,700,NA,NA,Garden,G-TOR-02,23,2,NA,NA,NA,NA,NA,20170313,32,NA,NA,NA,NA,NA,0
309,NA,H.tortuosa,Garden,G-TOR-01,7,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
763,NA,H.tortuosa,Garden,G-TOR-01,12,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
792,NA,H.tortuosa,Garden,G-TOR-01,7,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
793,NA,H.tortuosa,Garden,G-TOR-01,7,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,0
819,NA,H.tortuosa,Garden,G-TOR-01,17,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,0
820,NA,H.tortuosa,Garden,G-TOR-01,17,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,0
821,NA,H.tortuosa,Garden,G-TOR-01,17,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,1
822,NA,H.tortuosa,Garden,G-TOR-01,17,NA,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170317,NA,NA,NA,NA,NA,NA,0
531,NA,H.tortuosa,Garden,G-TOR-01,11,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
532,NA,H.tortuosa,Garden,G-TOR-01,11,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
538,NA,H.tortuosa,Garden,G-TOR-01,11,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
556,NA,H.tortuosa,Garden,G-TOR-01,17,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,1
557,NA,H.tortuosa,Garden,G-TOR-01,17,6,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,2
561,NA,H.tortuosa,Garden,G-TOR-01,17,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
675,NA,H.tortuosa,Garden,G-TOR-01,2,1,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
676,NA,H.tortuosa,Garden,G-TOR-01,2,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
677,NA,H.tortuosa,Garden,G-TOR-01,2,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170321,NA,NA,NA,NA,NA,post tape 1,0
77,NA,H.tortuosa,Garden,G-TOR-02,8,2,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
78,NA,H.tortuosa,Garden,G-TOR-02,9,5,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
181,NA,H.tortuosa,Garden,G-TOR-02,18,6,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,1
182,NA,H.tortuosa,Garden,G-TOR-02,18,7,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
189,NA,H.tortuosa,Garden,G-TOR-02,16,2,HP,600,NA,NA,Garden,G-TOR-01,14,1,NA,NA,NA,NA,NA,20170216,26.5,NA,NA,NA,NA,NA,0
223,NA,H.tortuosa,Garden,G-TOR-02,20,4,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
224,NA,H.tortuosa,Garden,G-TOR-02,4,3,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170216,NA,NA,NA,NA,NA,NA,0
